Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,Media
9213807794,"Jun 6, 2023, 10:49:03 AM",Afternoon Ride,Ride,Melur,3860,4.95,,,false,,furry,activities/9213807794.gpx,,,3860.0,1130.0,4952.91015625,7.632031440734863,4.383106231689453,16.770000457763672,0.0,133.8000030517578,150.8000030517578,14.442262649536133,0.3089092969894409,,,,,,,,102.94692993164062,129.70797729492188,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1686045568.0,5.0,36.869998931884766,40.540000915527344,21.690000534057617,0.41999998688697815,1003.0499877929688,1.350000023841858,4.53000020980835,191.0,0.0,1686011136.0,1686056832.0,0.625,15696980.0,,0.5400000214576721,5.0,0.7400000095367432,26999.4296875,4.0,,,,,0.0,1.283137321472168,0.0,,,,,,,,,,,,,,,,,""
9230116612,"Jun 8, 2023, 10:31:11 PM",Practice ride,Ride,"Madurai city
It was a brutal ride that covered more place a hill climb ,off-roading, and the first time we were doing long-distance started soo early",13434,48.58,,,false,,nothing ,activities/9230116612.gpx,,,13434.0,8068.0,48586.98046875,9.616406440734863,6.022183895111084,122.84998321533203,122.95907592773438,128.0,154.6999969482422,41.083248138427734,-0.00020581645367201418,,,,,,,,119.97431945800781,1079.2674560546875,,,,,,,,,,,,,,0.0,,0.0,,1.0,,1686261632.0,3.0,26.709999084472656,29.209999084472656,21.68000030517578,0.7400000095367432,1005.77001953125,1.5499999523162842,3.740000009536743,283.0,0.0,1686270336.0,1686316032.0,0.75,14687393.0,,0.5699999928474426,5.0,0.8700000047683716,24839.55078125,0.0,,,,,0.0,3.6167173385620117,560.5,,,,,,,,,,,,,,,,,media/7824d253-1bba-4a2f-93f1-3afa096dfa56.mp4|media/795a1ccd-5ca8-4398-98b4-d021e261b391.jpg|media/875fe245-16fb-49d2-9efc-9f84602057b8.jpg
9329287664,"Jun 25, 2023, 1:02:30 AM",Cycle studio first ride,Ride,"Melur
It was fun with medical students, my buddy busted his tyre for first time",17911,56.76,,,false,,furry,activities/9329287664.gpx,,,17911.0,11800.0,56762.12109375,10.63498306274414,4.810349464416504,168.39105224609375,168.53538513183594,128.0,152.89999389648438,20.4422607421875,0.0,,,,,,,,124.47205352783203,1637.6788330078125,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15696980.0,,,,,,,,,,,0.0,3.1691207885742188,1425.800048828125,,,,,,,,,,,,,,,,,media/fcd92cbc-ac3c-4e4e-be33-7a3c17fb5462.jpg
9335689274,"Jun 26, 2023, 12:13:27 AM",Madurai city explore,Ride,Madurai city,10673,15.40,,,false,,furry,activities/9335689274.gpx,,,10673.0,4288.0,15402.580078125,6.553304195404053,3.592019557952881,26.1825008392334,5.0619049072265625,133.5,156.1999969482422,18.621566772460938,0.14737790822982788,,,,,,,,72.71430969238281,347.65582275390625,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15696980.0,,,,,,,,,,,0.0,1.4431350231170654,0.0,,,,,,,,,,,,,,,,,""
9360202539,"Jun 29, 2023, 11:37:48 PM",Expedition- Arittapati,Ride,"",13597,39.56,,,true,,furry,activities/9360202539.gpx,,,13597.0,9517.0,39558.96875,11.379687309265137,4.15666389465332,222.59129333496094,227.0022735595703,129.10000610351562,203.10000610351562,47.06693649291992,-0.004550169222056866,,,,,,,,122.76007843017578,1302.6629638671875,,,,,,,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,15696980.0,,,,,,,,,,,0.0,2.9093894958496094,3515.800048828125,,,,,8.603699684143066,,,,,,,,,,,,media/7b31b8cc-5912-4639-ab40-74716cf97640.jpg
9365473051,"Jun 30, 2023, 11:48:28 PM",Rush 1,Ride,"",10304,21.00,,,false,,furry,activities/9365473051.gpx,,,10304.0,6259.0,21005.48046875,6.348046779632568,3.356044054031372,39.07428741455078,39.37428665161133,133.3000030517578,169.6999969482422,10.610024452209473,-0.0004760662268381566,,,,,,,,62.009220123291016,432.7490234375,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15696980.0,,,,,,,,,,,0.0,2.0385754108428955,0.0,,,,,,,,,,,,,,,,,""
9455968287,"Jul 15, 2023, 10:29:51 AM",Expedition-madakulam hill,Ride,"",7631,12.14,,,false,,furry,activities/9455968287.gpx,,,7631.0,3009.0,12142.900390625,6.241991996765137,4.035526752471924,26.899999618530273,21.141666412353516,130.8000030517578,154.5,22.94861602783203,0.0494115874171257,,,,,,,,67.96337127685547,228.0194854736328,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15696980.0,,,,,,,,,,,0.0,1.5912593603134155,30.5,,,,,,,,,,,,,,,,,""
9711915151,"Aug 24, 2023, 1:01:41 PM",Evening Ride,Ride,"",1386,6.00,,,false,,nothing ,activities/9711915151.gpx,,,1386.0,1056.0,6004.47021484375,9.99200439453125,5.686051368713379,50.1859016418457,45.51317596435547,202.10000610351562,212.8000030517578,10.21446418762207,0.106587253510952,,,,,,,,141.3037109375,166.37664794921875,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,4.3322296142578125,518.9000244140625,,,,,,,,,,,,,,,,,""
10432795679,"Dec 25, 2023, 12:47:45 AM",One last time for furry,Ride,Natham NH,10749,30.06,,,false,,furry,activities/10432795679.gpx,,,10749.0,6152.0,30059.25,10.699999809265137,4.886094093322754,84.43158721923828,89.50421905517578,128.60000610351562,192.6999969482422,18.85819435119629,-0.017299167811870575,,,,,,,,128.53805541992188,881.7042236328125,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15696980.0,,,,,,,,,,,0.0,2.7964694499969482,586.2999877929688,,,,,,,,,,,,,,,,,media/28d222d8-cad1-418c-8f74-a6ce1bd79034.jpg|media/2f5ec43a-5ac2-4cda-bb2d-9d6de0abd669.jpg
10598643941,"Jan 21, 2024, 2:08:07 AM",Expedition-Kanamangalam fort,Ride,"",16371,62.62,,,false,,nothing ,activities/10598643941.gpx,,,16371.0,11325.0,62628.21875,11.009374618530273,5.530085563659668,279.4053955078125,278.4670715332031,198.0,258.8999938964844,30.27901268005371,-0.000319344864692539,,,,,,,,113.41146087646484,1432.0889892578125,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,3.8255584239959717,642.7000122070312,,,,,,,,,,,,,,,,,media/373d0955-39d0-4f4a-907d-ed17a1c4c63f.jpg
10680816893,"Feb 2, 2024, 11:39:33 AM",Palamathi hills,Ride,"",6814,32.06,,,false,,nothing ,activities/10680816893.gpx,,,6814.0,6405.0,32060.140625,11.24609375,5.005486488342285,205.94813537597656,206.5703582763672,207.8000030517578,368.5,21.935396194458008,0.001871482701972127,,,,,,,,110.91815948486328,792.1292114257812,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,4.7050395011901855,0.0,,,,,,,,,,,,,,,,,media/849d2463-76f9-4e32-b338-a5b9087c06fb.jpg
10695081082,"Feb 4, 2024, 11:00:42 AM",Pallikonda,Ride,NH45,11690,60.00,,,false,,nothing ,activities/10695081082.gpx,,,11690.0,10075.0,60004.19921875,11.033984184265137,5.955751895904541,201.05001831054688,202.93572998046875,202.1999969482422,265.5,10.847457885742188,-0.003499755170196295,,,,,,,,125.46612548828125,1409.4393310546875,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,5.132951259613037,742.2999877929688,,,,,,,,,,,,,,,,,media/412b6b52-f83e-4b47-8804-1f12d741aaab.jpg
10737590707,"Feb 11, 2024, 1:16:36 AM","""On a cycling Cycling Date""",Ride,"Grc ride
Madurai city",3247,12.37,,,false,"It was a good lovely date in early morning ,with hot coffe and small walk in the
Park ,holding her waist just cat thing. Wid small secret kisses 💋 in the park. After the ride i was having my sisters function rushing back to home .it was thrill enough day for me.",furry,activities/10737590707.gpx,,,3247.0,2484.0,12372.75,13.8359375,4.980978488922119,22.774404525756836,25.649404525756836,131.60000610351562,141.3000030517578,7.52534294128418,-0.028287971392273903,,,,,,,,157.3380584716797,435.77294921875,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,15696980.0,,,,,,,,,,,0.0,3.8105173110961914,0.0,,,,,,,,,,,,,,,,,media/3f4e08e9-cddd-446a-843a-cab853f7e973.jpg
10773358828,"Feb 16, 2024, 12:13:30 PM",Evng ride cmc,Ride,"",8297,20.16,,,false,,nothing ,activities/10773358828.gpx,,,8297.0,4893.0,20164.109375,11.685416221618652,4.121011734008789,94.38241577148438,95.419921875,202.1999969482422,257.29998779296875,49.82543182373047,-0.0034715146757662296,,,,,,,,99.76271057128906,544.27490234375,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,2.4302892684936523,693.7999877929688,,,,,,,,,,,,,,,,,""
10835090439,"Feb 25, 2024, 11:02:36 AM",Ranipettai,Ride,Kanchanagiri ,12169,47.81,,,false,,nothing ,activities/10835090439.gpx,,,12169.0,9958.0,47809.859375,13.014062881469727,4.801150798797607,379.1514587402344,374.6893310546875,190.10000610351562,403.1000061035156,26.164775848388672,0.009412284940481186,,,,,,,,108.5480728149414,1205.2276611328125,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,3.928823947906494,1275.199951171875,,,,,,,,,,,,,,,,,""
11616377650,"Jun 9, 2024, 11:48:30 PM",Trail 1 kodai,Ride,Melur-alagarkovil,13487,46.44,,,false,,nothing ,activities/11616377650.gpx,,,13487.0,9314.0,46441.91015625,10.317968368530273,4.986247539520264,224.65188598632812,224.6512908935547,129.10000610351562,233.89999389648438,14.905385971069336,-0.0006459682481363416,,,,,,,,93.31129455566406,969.0480346679688,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,3.4434573650360107,5217.0,,,,,,,,,,,,,,,,,""
11838602685,"Jul 8, 2024, 3:28:51 PM",Evening Ride,Ride,"",1979,6.45,,,false,,Domane,activities/11838602685.gpx,,,1979.0,1977.0,6454.93017578125,9.779504776000977,3.265012741088867,0.0,11.324999809265137,133.1999969482422,144.60000610351562,0.0,-0.17660918831825256,,,,,,,,16.420013427734375,36.19553756713867,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687383.0,,,,,,,,,,,0.0,3.2617130279541016,0.0,,,,,,,,,,,,,,,,,""
11911052136,"Jul 17, 2024, 11:39:56 AM",Palamathi 2,Ride,,10641,29.84,,,false,,,activities/11911052136.gpx,,,10641.0,6657.0,29848.130859375,11.277929306030273,4.4837212562561035,203.0218963623047,203.0218963623047,206.39999389648438,369.29998779296875,48.567691802978516,-0.047239139676094055,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.805011749267578,450.6000061035156,,,,,,,,,,,,,,,,,""
11986751234,"Jul 26, 2024, 9:18:49 AM",Hell 100,Ride,Vellore to chennai ,23040,131.33,,,false,,nothing ,activities/11986751234.gpx,,14.0,23040.0,19194.0,131335.828125,12.581250190734863,6.842545986175537,269.84942626953125,461.0327453613281,12.899999618530273,205.0,13.077905654907227,-0.14382974803447723,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,5.7003397941589355,8.100000381469727,,,,,,,,,,,,,,,,,""
12002655317,"Jul 28, 2024, 9:44:52 AM","""One last hug from my love""",Ride,Chennai city,15439,54.98,,,true,,nothing ,activities/12002655317.gpx,,14.0,15439.0,8676.0,54985.8203125,11.17578125,6.3376922607421875,72.87117004394531,79.2915267944336,6.699999809265137,37.900001525878906,3.8726351261138916,-0.011457499116659164,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,3.561488389968872,1222.300048828125,,,,,11.958900451660156,,,,,,,,,,,,media/931c7659-c368-4de9-9288-dd19c26de7d9.jpg|media/92c2a884-b166-430d-a1b8-8dd07077a634.jpg
12115523012,"Aug 3, 2024, 12:45:07 AM",Kanchanagiri mansoon,Ride,,690696,46.83,,,false,,nothing ,activities/12115523012.gpx,,14.0,690696.0,11589.0,46829.73046875,10.883984565734863,4.040877819061279,357.9040222167969,357.9093017578125,189.0,399.1000061035156,20.578777313232422,0.016869625076651573,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,0.06780078262090683,43.79999923706055,,,,,,,,,,,,,,,,,media/528618e6-e6ea-4cd2-921e-45c7fb841b16.jpg|media/f08e5c13-64be-4f10-8af3-a8d83c0e5c84.jpg|media/66b4d16d-5c10-4e3f-9dc7-8efe5c1e1882.jpg
12117900235,"Aug 11, 2024, 12:37:50 AM",Kanchipuram,Ride,Vellore to chennai ,32281,125.83,,,false,,nothing ,activities/12117900235.gpx,,14.0,32281.0,23280.0,125835.6328125,10.550000190734863,5.40531063079834,331.2588195800781,467.9460754394531,34.29999923706055,212.3000030517578,7.180395603179932,-0.10855431109666824,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,3.8981330394744873,0.0,,,,,,,,,,,,,,,,,""
12175705058,"Aug 18, 2024, 12:49:35 AM",Alanganalur,Ride,,14150,59.79,,,false,,Domane,activities/12175705058.gpx,,11.0,14150.0,11324.0,59794.98828125,11.6796875,5.28037691116333,153.87872314453125,153.87872314453125,131.10000610351562,230.0,7.845240592956543,-0.007692952174693346,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687383.0,,,,,,,,,,,0.0,4.225794315338135,11035.7998046875,,,,,,,,,,,,,,,,,media/56ffc933-fafb-4080-992c-021b08aa1769.jpg|media/1b06904f-2493-457d-a363-74970b3e5a67.jpg|media/c8327030-d5d1-47ad-80da-c2b4b1674515.jpg
12294344971,"Sep 1, 2024, 1:39:54 AM",First ride VIT cycling,Ride,Thiruvalam road,9158,23.87,,,false,,nothing ,activities/12294344971.gpx,,14.0,9158.0,6344.0,23870.939453125,12.77197265625,3.762758493423462,104.58838653564453,91.25088500976562,186.0,212.89999389648438,15.032571792602539,0.058229800313711166,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,2.606566905975342,248.0,,,,,,,,,,,,,,,,,media/c5cca2fb-c8cc-4654-a872-60edabfeb162.jpg
12311564096,"Sep 3, 2024, 2:04:45 AM",Morng rush 1,Ride,Thiruvalam road,3371,16.99,,,false,,nothing ,activities/12311564096.gpx,,14.0,3371.0,2321.0,16998.369140625,12.196093559265137,7.323726654052734,76.3703842163086,74.96809387207031,190.0,205.10000610351562,3.6781609058380127,0.008236084133386612,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,5.042530059814453,0.0,,,,,,,,,,,,,,,,,media/d31d140e-0e67-445f-b4cb-a16a6323270f.jpg
12321432331,"Sep 4, 2024, 3:58:38 AM",Recovery,Ride,Thiruvalam road,6674,31.18,,,false,,nothing ,activities/12321432331.gpx,,14.0,6674.0,5007.0,31182.080078125,12.389843940734863,6.227697372436523,121.6275634765625,111.16548919677734,190.0,212.3000030517578,5.456967830657959,0.02533506415784359,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,4.672172546386719,17.799999237060547,,,,,,,,,,,,,,,,,""
12348424894,"Sep 7, 2024, 10:53:43 AM",Test,Ride,"",2327,16.77,,,false,,Domane,activities/12348424894.gpx,,14.0,2327.0,2211.0,16769.720703125,13.262011528015137,7.584676742553711,48.40909194946289,39.30908966064453,125.69999694824219,142.8000030517578,3.869128465652466,0.06201653555035591,,,,,,,,125.44474029541016,309.2545166015625,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687383.0,,,,,,,,,,,0.0,7.2065839767456055,0.0,,,,,,,,,,,,,,,,,""
12412584311,"Sep 15, 2024, 12:59:23 AM",palamathi 3,Ride,"",11956,37.93,,,false,,Domane,activities/12412584311.gpx,,14.0,11956.0,8043.0,37931.83984375,11.044140815734863,4.71613073348999,236.33978271484375,232.44778442382812,206.3000030517578,369.70001220703125,45.22895050048828,0.009490707889199257,,,,,,,,71.72746276855469,643.2479248046875,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687383.0,,,,,,,,,,,0.0,3.172619581222534,607.5999755859375,,,,,,,,,,,,,,,,,""
12463746732,"Sep 21, 2024, 1:20:29 AM",Kanchanagiri winter,Ride,@nikil,20724,45.60,,,false,,Domane,activities/12463746732.gpx,,14.0,20724.0,12059.0,45602.890625,10.787500381469727,3.7816476821899414,394.4321594238281,378.8394775390625,190.0,412.0,46.65148162841797,0.029603386297822,,,,,,,,61.717491149902344,829.8401489257812,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687383.0,,,,,,,,,,,0.0,2.200486898422241,364.6000061035156,,,,,,,,,,,,,,,,,""
12471756731,"Sep 22, 2024, 1:08:44 AM",Club ride,Ride,Thiruvalam road,5203,17.80,,,false,,nothing ,activities/12471756731.gpx,,14.0,5203.0,3613.0,17804.310546875,9.357958793640137,4.927846908569336,83.82633209228516,74.2301254272461,190.0,212.89999389648438,43.839168548583984,0.04100130870938301,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687393.0,,,,,,,,,,,0.0,3.421931743621826,70.0999984741211,,,,,,,,,,,,,,,,,""
12513363687,"Sep 27, 2024, 3:38:38 AM",Practice,Ride,Thiruvalam road,5373,27.77,,,false,,Domane,activities/12513363687.gpx,,14.0,5373.0,3870.0,27778.5,12.050000190734863,7.1779069900512695,121.16566467285156,109.67637634277344,190.0,213.3000030517578,7.296182632446289,0.03275914862751961,,,,,,,,116.11906433105469,501.0592956542969,,,,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,14687383.0,,,,,,,,,,,0.0,5.170016765594482,308.8999938964844,,,,,,,,,,,,,,,,,""
